feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5104..L.isoleucine.biosynthesis.IV	season	rainy	3.98423842105263	1.78866781638066	38	38	0.0324416933972612	0.116190402292487
PWY.5392..reductive.TCA.cycle.II	strategy	DT	-1.04132066666667	0.468118863932086	38	36	0.0326616646063548	0.116190402292487
PWY.6342..noradrenaline.and.adrenaline.degradation	season	rainy	0.0693208368421053	0.0310925614478542	38	5	0.0322955627735689	0.116190402292487
PWY.7003..glycerol.degradation.to.butanol	season	rainy	0.974250894736842	0.438125481114248	38	27	0.0327202857030566	0.116190402292487
PWY.7396..butanol.and.isobutanol.biosynthesis..engineered.	season	rainy	0.588629052631579	0.264511210236217	38	21	0.03259815899222	0.116190402292487
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.	strategy	DT	1.30132716666667	0.587071649803586	38	37	0.0332407111412555	0.117558612572733
PWY.6124..inosine.5..phosphate.biosynthesis.II	season	rainy	6.25156315789474	2.83873762766126	38	38	0.0343290362591455	0.120428473973615
PWY6666.2..dopamine.degradation	season	rainy	0.0694322578947368	0.0315070871690073	38	7	0.0342166089502478	0.120428473973615
PWY1G.0..mycothiol.biosynthesis	strategy	DT	-1.48916461111111	0.677434446546789	38	38	0.0346361421532228	0.121017846077526
UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II	season	rainy	0.382771052631579	0.174484816298977	38	8	0.034986860023378	0.121754272881356
PWY.7663..gondoate.biosynthesis..anaerobic.	season	rainy	5.65325789473685	2.58350224290022	38	38	0.0354183535939968	0.122277649312608
TRNA.CHARGING.PWY..tRNA.charging	season	rainy	4.59752105263159	2.10046929304185	38	38	0.0353717546816336	0.122277649312608
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	strategy	DT	-6.11553944444444	2.79866001085213	38	38	0.0356592176698202	0.122622606216378
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	season	rainy	0.51953547368421	0.239243856939301	38	34	0.0367513641687608	0.125880656798511
PWY.3661..glycine.betaine.degradation.I	season	rainy	0.0753556421052631	0.0347853648735196	38	5	0.0371826724117815	0.126622004051715
PWY.5531..3.8.divinyl.chlorophyllide.a.biosynthesis.II..anaerobic.	season	rainy	0.162174210526316	0.0748941986069036	38	5	0.0372588885485506	0.126622004051715
P122.PWY..heterolactic.fermentation	strategy	DT	-0.76356311111111	0.353404216101426	38	8	0.0376549756792597	0.127470151132124
PWY.7663..gondoate.biosynthesis..anaerobic.	strategy	DT	-5.5842611111111	2.58708795211079	38	38	0.0378285407517616	0.127561358348964
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	season	rainy	2.97525263157895	1.38436055172052	38	38	0.0386145154306017	0.129291280575938
PWY.6748..nitrate.reduction.VII..denitrification.	strategy	DT	0.0394021288888888	0.0183454168442614	38	6	0.0387335856355374	0.129291280575938
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	season	rainy	1.29649336842105	0.603817446867454	38	38	0.0387873841727813	0.129291280575938
PWY.621..sucrose.degradation.III..sucrose.invertase.	season	rainy	0.742542947368421	0.349372598075506	38	27	0.0406894235968217	0.135113734844408
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	strategy	DT	0.485902716666667	0.22930604382111	38	17	0.0412584971449246	0.136482481049751
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	strategy	DT	0.716094983333332	0.338312500277562	38	17	0.0414706776694293	0.136664733228801
PWY.7401..crotonate.fermentation..to.acetate.and.cyclohexane.carboxylate.	strategy	DT	-0.602085261111111	0.284693599515173	38	20	0.0416353222590334	0.136689548548525
PHOTOALL.PWY..oxygenic.photosynthesis	strategy	DT	0.74940465	0.355108297472425	38	33	0.0420461610962653	0.137519399074251
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	season	rainy	4.16827368421053	1.97760050715596	38	38	0.0422863768295718	0.137787070568268
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	season	rainy	5.85311578947369	2.79478106233399	38	38	0.0435416406066318	0.14134786316332
PWY.6969..TCA.cycle.V..2.oxoglutarate.synthase.	season	rainy	-6.70535789473684	3.21928193909313	38	38	0.0446346498105723	0.144357417602966
NADSYN.PWY..NAD.de.novo.biosynthesis.II..from.tryptophan.	strategy	DT	-1.04907433333333	0.504674353498548	38	36	0.0450383116734672	0.145123448725616
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	strategy	DT	0.233395494444444	0.112552748591155	38	12	0.0455339228306731	0.146179014253453
P124.PWY..Bifidobacterium.shunt	strategy	DT	-1.22179222222222	0.591675911705358	38	38	0.0463956606690936	0.148316829252012
PWY.6123..inosine.5..phosphate.biosynthesis.I	season	rainy	5.7027947368421	2.76362496718891	38	38	0.0465407981445969	0.148316829252012
PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.	season	rainy	0.634435052631578	0.30778505400501	38	38	0.046764671093338	0.148486364420453
P184.PWY..protocatechuate.degradation.I..meta.cleavage.pathway.	strategy	DT	-0.317276705555555	0.154412614116646	38	36	0.0474295285038831	0.150049781085012
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	strategy	DT	-3.59804111111111	1.75465153707635	38	38	0.0478554648893341	0.150848748020727
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	season	rainy	3.15198947368421	1.54312963405702	38	38	0.0486816622530644	0.151552433982735
PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde	strategy	DT	-0.763149611111111	0.373611491906795	38	36	0.0486781711287159	0.151552433982735
PWY.6505..L.tryptophan.degradation.XII..Geobacillus.	season	rainy	0.110188421052632	0.053883465701116	38	4	0.048437621846801	0.151552433982735
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis	season	rainy	0.485679789473684	0.237880460718291	38	26	0.0487754959944435	0.151552433982735
ARO.PWY..chorismate.biosynthesis.I	season	rainy	3.32074736842105	1.63339479261974	38	38	0.0496883016428072	0.153839225726841
X12DICHLORETHDEG.PWY..1.2.dichloroethane.degradation	season	rainy	-0.507080368421053	0.250207597349796	38	38	0.0503717685358822	0.155402264631977
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	season	rainy	1.86521157894737	0.921468617064792	38	38	0.0506374779716886	0.15566998528399
RUMP.PWY..formaldehyde.oxidation.I	season	rainy	0.110020526315789	0.0546094998320005	38	8	0.0516720862676057	0.158291250185975
P101.PWY..ectoine.biosynthesis	season	rainy	0.157428263157895	0.0782550752497441	38	7	0.0519967155104068	0.15872681576861
PWY.2941..L.lysine.biosynthesis.II	strategy	DT	1.08478927777778	0.539989772859739	38	36	0.0523098011644402	0.159124220325395
PWY.7124..ethene.biosynthesis.V..engineered.	season	rainy	0.145989157894737	0.0730178721939205	38	4	0.0533797604315603	0.161813211064312
PWY.7218..photosynthetic.3.hydroxybutanoate.biosynthesis..engineered.	season	rainy	0.146741263157895	0.073460145708001	38	4	0.0535835489386428	0.16186697075215
PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II	season	rainy	1.16099684210526	0.586050009312955	38	25	0.0554854158839472	0.167032220827108
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	strategy	DT	-0.266231333333333	0.134954079026101	38	22	0.0564634928221649	0.169390478466495
PWY.7185..UTP.and.CTP.dephosphorylation.I	strategy	DT	-0.76217	0.386673460743061	38	17	0.0566609511516702	0.169398719937983
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	season	rainy	3.89513684210527	1.97815497212466	38	38	0.056901874230254	0.16953640609699
PWY.3801..sucrose.degradation.II..sucrose.synthase.	strategy	DT	-1.76273238888889	0.899549136841673	38	27	0.0580477592607643	0.170073742365551
PWY.6087..4.chlorocatechol.degradation	season	rainy	0.0146279894736842	0.00747748646358407	38	4	0.0584506309968962	0.170073742365551
PWY.6089..3.chlorocatechol.degradation.I..ortho.	season	rainy	0.0146279894736842	0.00747748646358407	38	4	0.0584506309968962	0.170073742365551
PWY.6093..4.5.dichlorocatechol.degradation	season	rainy	0.0267578210526316	0.0136401086440469	38	4	0.0577893931958469	0.170073742365551
PWY.6107..chlorosalicylate.degradation	season	rainy	0.0145364631578947	0.00742825377649213	38	4	0.0583718354667786	0.170073742365551
PWY.6193..3.chlorocatechol.degradation.II..ortho.	season	rainy	0.0146279894736842	0.00747748646358407	38	4	0.0584506309968962	0.170073742365551
TCA..TCA.cycle.I..prokaryotic.	season	rainy	-4.91144736842105	2.50039214821506	38	38	0.0574788048188911	0.170073742365551
PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	strategy	DT	-5.57425055555555	2.8733646701661	38	38	0.0604745910095387	0.175376313927662
PWY.5973..cis.vaccenate.biosynthesis	season	rainy	4.93496315789474	2.56864033716623	38	38	0.062876176600362	0.181735128379784
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	strategy	DT	8.99492222222223	4.70334419915236	38	38	0.0640299261148957	0.183848302706136
PWY.7234..inosine.5..phosphate.biosynthesis.III	season	rainy	4.31215789473684	2.25301051131304	38	38	0.0638314357720537	0.183848302706136
TRNA.CHARGING.PWY..tRNA.charging	strategy	DT	4.00763277777779	2.1033845883977	38	38	0.0649794538097969	0.185960936889879
PWY.7124..ethene.biosynthesis.V..engineered.	strategy	DT	0.1386897	0.0731192155767571	38	4	0.0661365361056099	0.188651758727477
PWY.7218..photosynthetic.3.hydroxybutanoate.biosynthesis..engineered.	strategy	DT	0.1394042	0.0735621029336231	38	4	0.0663692276489775	0.188696823707877
PWY.5652..2.amino.3.carboxymuconate.semialdehyde.degradation.to.glutaryl.CoA	strategy	DT	-0.171486	0.0906540036679896	38	21	0.0668349618480533	0.189402009145949
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I	season	rainy	4.32304210526316	2.29446882791901	38	38	0.0678775210071664	0.190823280755341
PWY.6609..adenine.and.adenosine.salvage.III	strategy	DT	-3.60427833333333	1.91447446894041	38	38	0.068082165171772	0.190823280755341
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	season	rainy	-1.61007421052631	0.854186554712313	38	38	0.067765335082477	0.190823280755341
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	strategy	DT	2.316025	1.23183856276417	38	38	0.0684331765467429	0.190823280755341
PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria.	season	rainy	4.90263157894738	2.60694203426495	38	38	0.068367389790799	0.190823280755341
PWY.6501..D.glucuronate.degradation.II	season	rainy	0.169433315789474	0.090336307990136	38	17	0.0690739687418527	0.191994737397482
PWY0.1479..tRNA.processing	season	rainy	2.0987052631579	1.12390715138457	38	38	0.0702487650430684	0.194638298049266
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	season	rainy	1.65323157894737	0.886239258549329	38	38	0.0705192473394332	0.19476744503272
PWY.5705..allantoin.degradation.to.glyoxylate.III	season	rainy	0.0871948421052631	0.0470818934626715	38	6	0.0724786277523303	0.199295547184377
RUMP.PWY..formaldehyde.oxidation.I	strategy	DT	0.1012249	0.0546852937613729	38	8	0.0726168832844226	0.199295547184377
X1CMET2.PWY..folate.transformations.III..E..coli.	season	rainy	2.68157894736842	1.45186246004894	38	38	0.0732165588404046	0.199681524110194
PWY.6270..isoprene.biosynthesis.I	strategy	DT	-3.40366722222222	1.84181621301757	38	38	0.0730677781802523	0.199681524110194
CRNFORCAT.PWY..creatinine.degradation.I	season	rainy	0.355495684210527	0.193302358026138	38	37	0.0744019782765704	0.201188940447503
PWY.5497..purine.nucleobases.degradation.II..anaerobic.	season	rainy	0.246155936842105	0.133870848511625	38	17	0.0744484562528168	0.201188940447503
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	season	rainy	1.60979631578947	0.876074314561203	38	22	0.0746363183927202	0.201188940447503
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	season	rainy	4.0074947368421	2.18139194800275	38	38	0.0746942847868317	0.201188940447503
PWY.6948..sitosterol.degradation.to.androstenedione	strategy	DT	-0.617258833333333	0.336343394623737	38	37	0.074985285944289	0.20134937892448
PWY.6922..L.N.delta..acetylornithine.biosynthesis	season	rainy	2.02378947368421	1.10489443481858	38	38	0.0755243474751942	0.202172868625904
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	season	rainy	0.41321352631579	0.226588567462084	38	34	0.0767573319394	0.204531052236663
PWY.5130..2.oxobutanoate.degradation.I	strategy	DT	2.19690111111111	1.20819859123945	38	38	0.0775807439518377	0.204531052236663
PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	strategy	DT	-4.89791555555555	2.69106423195968	38	38	0.0773098854158122	0.204531052236663
PWY.6478..GDP.D.glycero..alpha..D.manno.heptose.biosynthesis	strategy	DT	-0.572434877777777	0.314722578211389	38	34	0.0774984567051972	0.204531052236663
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.	strategy	DT	0.508714955555555	0.279212224929451	38	29	0.0770149812332109	0.204531052236663
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	strategy	DT	1.27591566666667	0.703499914368156	38	38	0.0783106103397092	0.204595288274916
PWY.7282..4.amino.2.methyl.5.diphosphomethylpyrimidine.biosynthesis.II	season	rainy	0.858694526315789	0.473144879761286	38	36	0.078122486576509	0.204595288274916
PWY1F.823..leucopelargonidin.and.leucocyanidin.biosynthesis	strategy	DT	-0.286385672222222	0.157665721076044	38	10	0.0778803847648287	0.204595288274916
PWY.181..photorespiration	season	rainy	1.0325967368421	0.571928125873325	38	12	0.0796097044731959	0.206747590721434
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	season	rainy	0.496421578947368	0.27485185640678	38	38	0.079501886032354	0.206747590721434
PWY0.1261..anhydromuropeptides.recycling.I	strategy	DT	-0.679920611111111	0.378434398765374	38	37	0.0810234989163874	0.209792988265646
PWY.6981..chitin.biosynthesis	strategy	DT	-0.275350222222222	0.154336031835173	38	6	0.0830803279567294	0.213845814563179
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	season	rainy	6.41974631578947	3.59544712727608	38	38	0.0828449086967502	0.213845814563179
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.	strategy	DT	1.40334444444444	0.791826953576493	38	38	0.0850523814358291	0.218276023153898
PWY.7094..fatty.acid.salvage	strategy	DT	0.823164888888889	0.467710792455319	38	36	0.0871482881087422	0.222997090160605
PWY.801..homocysteine.and.cysteine.interconversion	strategy	DT	0.952107777777778	0.54519778056698	38	38	0.0895221717312777	0.22839967567804
PWY.7242..D.fructuronate.degradation	strategy	DT	0.890190999999999	0.510812270373128	38	38	0.0901679015989585	0.229374486523666
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	strategy	DT	-2.41008	1.38628194133599	38	38	0.0909102809243518	0.230588759195878
COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I	season	rainy	0.647902157894737	0.373991307365296	38	36	0.0920077939287154	0.231496967965088
PWY.7883..anhydromuropeptides.recycling.II	season	rainy	-0.164078315789474	0.0945933529191368	38	5	0.0916182159603764	0.231496967965088
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	season	rainy	-1.0458	0.603785302484452	38	38	0.0920666102481844	0.231496967965088
PPGPPMET.PWY..ppGpp.metabolism	season	rainy	-0.528910526315789	0.306318011697543	38	38	0.0930446725988882	0.232457509990011
PWY.5973..cis.vaccenate.biosynthesis	strategy	DT	-4.43844944444443	2.57220541915558	38	38	0.0932501965362228	0.232457509990011
PWY.6749..CMP.legionaminate.biosynthesis.I	season	rainy	0.11001352631579	0.0636475690632186	38	4	0.0927162632670818	0.232457509990011
PWY.6168..flavin.biosynthesis.III..fungi.	season	rainy	2.18941684210526	1.27094647822047	38	15	0.0937754752771615	0.233099038546087
PWY.5028..L.histidine.degradation.II	season	rainy	0.441449315789474	0.257596568480894	38	19	0.0954246921258452	0.235409379591866
PWY.6834..spermidine.biosynthesis.III	strategy	DT	-0.246940055555555	0.144172981063478	38	38	0.095595650042203	0.235409379591866
PWY.6859..all.trans.farnesol.biosynthesis	season	rainy	0.514451578947369	0.299964422342802	38	38	0.0951800440972863	0.235409379591866
PWY.7000..kanamycin.biosynthesis	strategy	DT	-0.0809784277777777	0.0473067040456331	38	6	0.0957872647994491	0.235409379591866
PWY0.42..2.methylcitrate.cycle.I	season	rainy	1.11728789473684	0.653462340215749	38	38	0.0961564572834601	0.235651036159466
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	season	rainy	4.23514736842106	2.48913987998691	38	38	0.0977275134750687	0.238828473941881
PWY.7560..methylerythritol.phosphate.pathway.II	strategy	DT	-2.70164388888889	1.59222619842512	38	38	0.0986174759685051	0.24032830278039
NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	strategy	DT	-3.91453222222222	2.31570657123394	38	38	0.0998351078704979	0.242616044266294
P562.PWY..myo.inositol.degradation.I	strategy	DT	-0.119386633333333	0.0711583251558143	38	12	0.10230331965806	0.245578884580291
PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	season	rainy	2.17495147368421	1.29616656467679	38	38	0.102258632574695	0.245578884580291
PWY.6803..phosphatidylcholine.acyl.editing	season	rainy	0.499385947368421	0.297796598431636	38	21	0.102465672531776	0.245578884580291
PWY.6920..6.gingerol.analog.biosynthesis..engineered.	season	rainy	0.14118152631579	0.0839918083477088	38	26	0.10168758547414	0.245578884580291
PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	strategy	DT	3.68538	2.19711130424026	38	38	0.102379207250032	0.245578884580291
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	strategy	DT	0.399937416666667	0.239575909641696	38	34	0.103968950165309	0.248497216054448
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.	strategy	DT	1.91855277777777	1.15167450056591	38	38	0.104664071073546	0.24947326529859
